57	13	71	47	78	54	24	86	23	41	80	98	71	27	1	32	15	78	44	59	19	90	80	82	78	5	43	60	22	82	49	1	65	30	98	20	89	25	2	36	17	81	30	84	15	4	54	2	8	37	50	91	1	85	82	67	43	37	30	33	66	92	86	16	68	2	91	41	44	8	80	21	71	89	78	80	76	85	75	60	44	67	75	5	62	40	90	64	15	75	62	71	54	9	46	52	13	98	9	26
91	89	29	61	44	50	32	22	43	45	26	12	80	85	54	16	84	54	35	85	83	35	5	37	54	74	13	66	28	14	31	43	10	96	29	69	97	95	30	83	49	84	79	29	48	82	9	14	57	23	40	88	95	63	80	61	67	80	26	15	28	65	81	10	96	76	56	86	80	94	73	41	88	4	32	49	76	10	76	34	98	38	36	92	13	36	13	91	9	36	76	37	15	88	11	42	3	73	50	77
97	65	36	57	25	69	38	41	4	11	9	78	70	86	73	81	66	31	32	25	13	28	58	70	16	45	74	33	54	88	57	90	54	88	75	2	60	82	87	69	20	44	95	94	33	89	92	71	86	26	73	39	65	72	57	64	90	20	66	58	10	60	17	54	91	1	21	94	77	56	59	45	75	53	58	24	61	20	98	46	58	65	47	87	58	85	9	30	11	39	92	49	17	86	85	26	98	67	64	93
7	45	5	35	74	96	89	54	52	22	49	38	8	37	7	57	75	9	65	23	99	18	54	2	34	1	47	80	75	15	17	2	26	39	23	18	27	93	25	56	60	43	37	65	43	90	82	83	36	45	76	3	2	80	28	36	50	85	44	8	49	9	77	84	48	12	99	52	28	51	54	84	93	85	26	39	44	20	86	95	52	18	59	38	9	19	34	83	35	96	69	42	69	60	65	34	14	43	98	78
95	99	40	77	26	82	31	47	83	57	2	46	73	91	93	59	87	61	58	20	53	63	12	67	85	59	98	12	49	63	13	12	43	19	47	75	43	41	54	29	19	5	53	78	9	70	54	5	86	87	17	75	98	13	80	48	39	70	30	27	65	85	12	9	14	6	71	3	18	47	97	90	33	24	6	18	5	22	24	37	13	43	67	14	26	60	61	55	5	60	49	85	59	52	34	63	8	25	95	13
43	8	12	42	54	33	73	68	73	51	85	74	7	88	45	2	4	87	69	81	16	37	18	29	69	72	28	96	94	95	1	23	43	80	46	84	82	77	77	99	52	49	67	67	63	95	66	20	11	97	2	1	67	7	24	38	59	40	76	75	58	46	99	56	85	64	35	76	85	62	58	75	91	91	26	20	97	69	92	87	82	7	40	98	75	94	62	68	41	79	63	57	63	80	85	7	97	99	71	87
28	21	47	3	19	27	1	18	67	48	69	41	97	88	21	13	51	89	49	83	86	96	65	28	34	19	49	16	99	73	64	58	45	49	10	14	46	2	39	80	44	46	94	4	61	62	89	53	19	24	51	21	70	93	65	46	3	61	41	20	75	93	27	68	28	40	30	34	96	33	73	28	80	35	86	62	58	56	28	99	78	78	7	62	48	49	75	12	82	24	40	10	43	60	52	39	27	91	63	69
39	18	61	21	17	68	42	29	8	1	42	6	79	43	26	73	85	97	42	85	22	21	30	48	86	59	80	58	73	71	50	74	26	23	7	80	82	76	98	65	29	76	53	14	32	52	83	76	80	89	68	15	88	35	97	97	19	97	36	51	96	39	88	37	45	92	30	50	9	35	74	6	3	27	88	91	21	15	65	99	72	37	28	2	48	52	4	88	46	35	29	52	2	28	22	89	56	96	87	29
23	31	24	65	40	96	96	30	68	26	60	60	77	41	18	52	81	36	93	22	3	55	2	36	82	52	66	86	42	37	5	63	11	79	88	68	71	88	69	59	40	50	63	70	14	65	34	43	59	93	96	93	49	59	50	66	35	93	11	4	97	40	83	83	16	84	20	76	26	94	77	37	52	47	2	60	39	76	49	61	75	44	97	54	10	55	80	77	75	18	84	16	66	23	21	98	52	32	99	8
46	93	37	24	24	77	48	28	56	84	24	28	87	19	76	70	70	26	69	67	91	45	38	62	98	86	56	69	3	1	75	51	19	42	46	30	42	95	46	41	80	51	35	54	76	30	88	4	38	49	18	60	83	15	63	68	67	40	73	46	43	96	37	15	99	94	3	17	52	20	37	48	73	79	89	43	9	98	30	1	71	55	28	21	27	39	20	64	42	17	13	85	19	58	56	31	75	92	68	97
17	47	87	16	70	96	70	33	5	20	44	41	84	95	83	5	64	96	66	94	11	44	12	77	68	65	67	36	46	97	51	21	75	4	74	72	96	80	80	39	52	78	58	98	68	80	62	73	9	63	72	85	30	13	89	66	33	45	34	37	83	5	26	10	85	67	4	49	77	4	37	90	93	9	55	40	96	38	72	61	68	1	35	79	68	33	98	20	83	38	73	28	49	37	5	15	37	61	51	99
94	28	95	83	28	86	43	32	44	58	65	76	68	50	43	86	68	69	1	18	72	33	70	67	68	10	37	24	1	38	60	84	25	14	86	58	13	4	77	22	69	45	74	88	67	72	81	79	4	47	92	19	53	46	20	84	71	78	56	98	50	92	10	29	53	33	58	64	52	91	37	73	33	71	90	30	64	96	36	67	41	87	37	35	19	54	68	62	7	12	32	60	9	99	15	85	80	38	50	33
92	49	14	93	11	45	48	2	1	51	80	32	94	78	44	62	99	48	60	66	39	41	71	10	77	3	65	1	51	76	62	9	44	53	44	80	52	65	31	22	24	9	64	13	62	33	19	44	21	10	67	30	8	81	96	65	10	54	76	68	87	90	62	74	79	77	81	4	28	50	94	23	97	11	42	99	23	85	86	60	69	22	73	22	18	95	36	19	6	9	24	60	44	21	8	5	94	64	55	4
42	44	54	89	61	57	11	47	75	31	7	96	42	21	99	70	63	90	92	74	63	79	9	59	13	31	40	70	72	78	66	65	98	11	87	52	59	64	37	52	63	11	94	70	17	3	39	40	68	71	11	84	84	91	23	35	25	37	4	19	28	4	31	58	66	12	21	55	11	89	98	12	95	49	66	98	5	83	12	83	11	70	43	30	99	52	36	61	49	82	98	44	1	58	68	96	8	85	87	39
29	42	83	90	16	27	14	28	64	9	75	55	14	96	71	89	36	41	14	21	30	78	80	45	60	10	17	37	49	75	75	85	93	61	49	78	48	67	10	98	65	87	31	35	57	20	85	82	29	82	39	89	28	68	57	43	62	65	29	92	14	25	26	43	10	43	63	1	64	59	95	33	27	11	42	81	83	95	21	98	6	2	11	89	17	56	49	75	28	25	33	31	75	76	32	88	37	8	68	27
10	20	19	78	30	52	88	60	30	86	71	14	28	92	29	57	11	99	30	40	53	61	61	16	11	41	95	57	44	82	79	43	31	77	74	51	18	82	84	67	28	86	45	23	7	7	33	60	8	45	13	28	61	50	91	78	16	6	49	33	80	8	92	60	35	11	99	71	90	73	51	39	7	79	32	2	94	81	51	69	55	91	63	58	48	48	60	6	73	35	42	35	7	93	3	34	55	3	3	30
50	75	20	47	6	60	79	24	44	18	96	56	93	19	5	65	24	63	11	74	49	63	1	87	51	5	27	31	46	89	18	11	60	53	86	79	64	48	16	96	27	94	36	1	87	12	61	84	99	78	37	29	2	22	47	34	87	79	15	85	68	53	42	81	52	17	6	89	75	25	84	85	61	55	87	14	37	6	54	34	10	94	61	6	74	85	15	13	50	19	79	17	95	4	86	34	72	24	7	22
81	56	48	87	59	45	2	43	40	65	23	7	15	22	58	56	81	80	35	25	12	95	87	46	56	59	74	94	76	27	87	24	21	15	96	40	14	89	93	18	15	18	35	18	47	4	78	72	97	44	80	97	27	2	15	4	88	48	3	99	97	49	7	64	37	18	7	89	66	37	34	30	49	40	70	12	38	12	35	48	91	84	48	70	74	40	24	96	42	14	39	38	70	12	12	6	71	52	35	31
71	53	30	94	30	32	74	43	85	25	48	83	24	97	78	87	94	58	30	67	66	36	86	75	38	42	84	76	11	27	92	6	71	58	34	80	26	69	38	92	81	41	60	44	72	31	96	12	38	32	29	35	37	63	30	55	90	43	13	32	49	23	89	3	97	89	40	66	67	10	65	4	51	34	30	4	5	63	96	33	39	64	41	65	19	77	46	53	8	37	21	1	25	13	68	80	5	60	27	83
65	79	64	62	40	13	93	21	32	99	35	45	51	54	79	15	20	99	63	11	43	24	63	67	47	24	79	2	2	29	95	50	86	11	35	13	82	10	54	52	57	87	45	38	44	61	2	56	18	93	84	90	84	51	76	37	75	37	92	19	15	8	89	95	99	15	86	54	78	84	1	32	21	97	94	52	21	10	32	22	95	30	38	83	74	42	23	19	74	83	94	44	30	41	15	2	69	60	7	7
41	71	54	42	54	67	24	63	81	42	45	6	1	33	14	13	66	61	69	37	15	92	23	24	87	67	6	54	36	78	14	31	23	64	4	90	62	3	50	48	24	60	40	48	23	82	28	25	28	84	64	33	62	20	45	28	44	5	83	57	41	92	35	58	21	35	55	53	48	28	40	71	35	4	31	28	61	48	57	29	7	17	29	46	4	48	42	12	98	60	34	53	37	7	84	91	36	14	65	43
35	41	25	76	77	39	69	49	76	76	95	53	86	70	37	58	38	15	68	22	55	71	1	10	25	42	59	37	70	68	53	94	48	78	38	56	99	72	60	54	68	96	74	53	23	28	70	24	9	37	29	24	54	84	84	98	56	59	27	1	21	1	27	21	86	71	93	34	48	62	57	91	86	20	96	64	79	36	21	99	56	95	46	21	64	32	25	9	25	54	17	60	90	12	76	70	75	51	37	74
87	5	93	90	8	73	83	23	97	10	38	10	75	37	26	20	8	34	80	87	4	91	76	47	37	95	24	46	60	96	61	16	17	44	79	96	29	24	60	57	62	51	70	58	16	99	87	8	65	11	9	29	52	12	29	66	7	9	55	63	83	25	10	66	17	44	51	98	93	23	88	45	41	11	47	55	69	29	33	92	66	84	69	14	2	61	60	12	11	84	19	87	45	43	95	63	70	23	99	25
8	67	54	52	21	64	66	25	98	17	99	77	93	63	22	10	66	45	21	50	86	93	4	69	97	2	90	19	26	50	94	70	76	98	5	9	17	3	49	75	6	56	80	51	35	32	47	80	91	12	36	3	3	58	24	35	71	52	15	29	27	13	91	65	31	9	24	68	49	58	82	62	81	73	10	7	18	78	96	84	14	69	27	23	3	55	40	16	55	76	88	59	24	17	59	99	84	1	92	52
56	57	95	8	78	24	87	90	82	32	87	70	12	95	2	75	46	41	84	68	67	45	35	78	93	93	28	40	73	41	18	13	50	18	81	66	98	96	61	29	62	74	6	69	36	34	1	75	8	17	46	43	1	37	46	54	58	84	83	18	22	71	76	15	40	2	27	59	89	13	94	98	60	6	9	22	75	18	10	94	4	7	89	61	59	46	97	79	53	83	1	63	94	80	9	79	92	52	25	11
65	10	28	1	18	60	80	77	48	45	25	89	57	89	49	45	58	5	14	67	3	52	48	12	13	94	50	34	39	51	13	92	71	4	77	61	78	47	37	45	64	63	79	90	25	59	82	44	81	75	90	22	39	32	17	26	69	4	6	12	21	25	7	99	21	29	57	86	73	93	38	20	15	58	42	86	85	14	40	72	14	83	90	47	77	35	5	18	96	18	34	25	73	1	48	64	54	40	87	32
98	31	58	16	1	53	59	58	87	93	45	69	95	18	81	60	41	52	42	82	80	87	49	61	30	12	27	36	51	35	64	88	18	16	18	82	25	28	22	6	52	50	35	43	42	60	22	46	41	27	5	38	59	90	48	69	97	17	55	53	27	55	23	34	19	20	28	62	91	70	46	62	62	16	17	68	19	41	56	30	62	19	59	14	66	83	34	15	48	60	84	86	29	52	41	7	36	63	50	23
53	50	7	17	97	33	59	67	72	38	72	88	79	5	3	3	38	64	77	35	11	49	71	46	73	23	69	90	3	79	33	79	56	34	43	79	72	66	67	58	45	17	45	48	51	98	13	92	43	47	98	45	42	59	89	99	30	41	90	87	72	45	32	96	35	66	2	99	60	62	44	27	1	19	72	45	64	15	7	75	46	73	20	34	58	22	67	72	99	20	32	16	63	3	59	45	79	16	87	5
71	6	13	24	64	54	45	21	40	23	90	6	29	60	7	73	56	40	41	84	24	6	12	20	10	10	79	75	27	60	30	91	43	82	67	90	84	23	51	68	93	6	22	98	84	20	85	2	58	14	65	43	21	66	50	93	68	96	25	27	77	61	26	4	7	3	72	71	20	2	58	34	4	71	53	28	32	72	57	50	60	10	19	27	98	47	20	42	37	35	8	17	64	68	94	55	24	71	40	1
47	34	88	72	97	74	2	57	94	27	10	48	81	72	19	53	58	77	92	28	60	53	94	71	85	42	34	81	94	68	82	55	58	70	82	34	6	18	3	80	5	35	32	72	11	58	37	78	39	19	7	93	2	94	40	6	10	46	40	97	24	85	87	46	30	85	49	80	88	14	35	42	66	34	39	7	47	66	10	79	8	68	74	76	53	98	64	51	82	98	13	69	92	92	19	65	94	14	43	79
8	37	84	17	85	19	3	15	15	33	35	3	49	30	55	91	15	98	66	13	82	18	5	76	59	36	44	44	48	66	48	48	26	14	77	47	5	93	13	74	42	24	53	49	87	67	32	65	53	37	42	68	84	11	86	67	68	39	70	12	88	68	92	57	97	71	12	46	84	67	65	65	12	14	62	66	51	48	1	95	46	72	66	95	35	72	11	27	4	98	30	34	29	62	65	31	77	86	71	38
44	55	83	22	32	92	5	22	27	47	51	64	23	49	14	31	56	91	32	70	24	54	57	80	60	99	56	96	79	59	77	83	19	40	36	60	60	43	34	87	37	27	58	38	66	6	62	15	88	48	89	7	9	14	23	45	97	59	4	42	58	9	80	40	45	11	88	35	59	22	78	90	80	24	4	46	85	75	61	88	66	91	6	26	59	58	13	50	99	88	31	44	42	46	52	54	20	31	8	48
67	37	58	77	46	25	65	12	88	82	40	9	32	70	98	8	46	21	63	12	90	23	53	87	18	36	51	18	12	8	38	48	33	57	18	29	28	50	20	28	99	45	36	54	64	87	35	22	97	99	93	23	5	89	46	30	79	99	74	60	47	13	54	33	69	11	19	5	64	71	4	57	89	29	61	30	27	71	56	80	82	45	21	8	85	46	79	31	26	13	44	40	39	70	42	87	91	78	74	90
20	61	97	23	94	52	33	1	97	67	13	65	68	11	4	47	40	31	74	40	21	57	11	78	22	87	73	52	41	76	88	47	78	29	43	44	27	71	9	31	17	4	53	33	78	46	76	45	43	14	86	85	48	96	2	26	85	60	18	64	98	19	89	44	80	48	12	78	33	59	83	16	66	55	24	65	70	34	15	92	12	4	89	57	25	49	88	26	51	63	38	86	44	49	35	80	78	54	15	51
5	2	49	87	14	26	1	37	3	19	15	17	36	2	55	90	40	37	96	37	40	63	31	94	26	4	7	14	57	50	24	11	13	44	4	23	1	43	81	71	96	33	45	15	55	68	71	90	37	66	18	76	66	22	60	67	2	55	40	77	85	45	49	20	57	18	70	86	88	46	25	35	71	19	60	82	69	21	13	70	76	88	84	16	93	84	42	64	59	13	43	53	26	19	93	92	14	63	22	67
85	80	63	40	92	55	73	13	99	5	58	20	93	31	2	8	30	74	83	85	79	13	69	51	45	78	94	13	38	77	31	20	39	48	54	66	54	12	42	47	88	66	13	59	17	24	18	53	44	79	84	70	79	28	24	71	23	14	77	67	40	98	51	67	18	34	62	59	33	26	83	22	15	83	87	20	13	82	79	69	69	86	45	52	11	85	17	34	1	99	74	87	75	85	25	11	10	62	49	8
9	53	22	74	33	97	85	58	94	16	91	53	72	79	15	47	60	92	26	82	12	15	40	92	67	95	7	8	48	87	85	93	24	59	7	62	50	37	17	27	43	41	15	84	71	34	38	69	20	81	80	16	89	15	93	43	23	80	4	28	83	5	72	44	20	81	98	83	43	88	80	12	30	47	98	12	61	52	63	63	84	26	41	21	20	94	4	69	88	15	62	25	86	82	36	96	5	92	86	67
28	79	27	74	59	34	7	3	29	3	24	96	95	54	63	37	26	40	95	50	80	95	11	50	21	82	16	91	37	78	64	23	96	91	56	40	33	27	56	55	44	34	57	14	89	86	23	84	77	71	1	58	60	55	1	8	71	36	75	27	21	29	34	64	40	14	12	64	98	40	88	79	40	73	37	81	72	58	93	68	14	3	52	93	95	46	50	36	23	27	47	98	63	57	1	26	74	23	39	31
6	19	20	96	9	48	74	5	41	85	89	94	74	98	73	98	59	14	33	92	26	43	93	84	97	84	9	21	92	56	73	57	50	71	31	70	10	48	63	92	50	11	30	27	95	38	79	45	60	36	98	75	94	87	25	81	48	11	48	99	70	69	82	61	62	40	61	86	11	33	42	78	57	8	15	74	57	61	73	39	1	53	2	15	6	56	48	45	72	26	12	15	57	16	37	89	95	72	61	71
2	45	92	66	16	15	9	10	52	92	73	20	78	59	14	96	71	81	44	51	20	56	34	42	27	36	84	18	42	93	66	86	90	57	57	80	49	88	58	51	41	31	73	18	37	72	36	50	86	88	45	92	6	40	4	72	73	12	71	74	87	5	87	47	47	24	33	95	46	62	34	18	86	53	65	82	25	8	10	5	79	32	73	71	51	12	69	4	75	49	7	47	20	75	95	1	2	88	42	59
15	84	97	28	65	16	28	19	24	50	85	73	44	16	95	13	66	27	8	44	22	73	41	1	71	42	13	68	34	28	1	76	9	85	27	2	97	16	71	78	27	17	96	2	56	41	9	18	69	62	23	70	43	17	50	15	39	25	67	18	89	17	17	16	37	41	96	64	41	91	98	12	39	40	81	68	7	56	57	16	26	89	47	66	62	98	20	15	88	32	96	52	24	66	30	88	26	80	77	5
71	50	78	75	47	98	15	23	65	82	26	34	19	21	97	94	89	48	76	64	95	92	33	35	49	64	75	54	2	8	14	33	93	26	29	38	60	4	22	34	70	88	86	71	54	41	23	2	79	72	79	29	13	74	1	65	88	10	72	52	60	98	32	26	22	66	37	89	77	88	73	11	84	37	44	36	27	19	55	75	48	29	88	25	24	68	94	89	80	42	92	58	65	91	11	31	14	56	91	16
67	88	45	55	74	3	31	70	56	3	70	18	31	89	55	66	93	11	69	2	68	58	91	73	49	2	3	67	67	18	22	40	27	18	56	90	12	50	96	90	27	59	80	34	61	80	50	90	20	5	2	28	23	16	57	11	87	79	93	26	27	10	96	86	67	61	17	40	23	16	24	76	40	42	54	78	17	87	86	80	46	75	21	17	16	29	47	52	45	83	16	24	86	39	58	3	15	36	89	65
34	84	35	9	28	41	46	8	33	76	33	97	43	6	59	36	79	45	18	12	14	4	48	21	58	23	78	87	18	12	76	54	64	4	65	70	27	36	69	29	71	83	10	34	30	74	44	74	24	77	63	75	60	48	78	52	93	56	92	44	48	74	31	72	97	71	17	85	61	38	62	87	40	14	58	96	76	7	74	16	25	57	82	62	4	84	83	31	61	95	49	1	6	12	75	18	64	57	20	68
87	15	31	56	14	67	51	92	1	80	35	19	8	12	69	99	34	46	14	53	11	72	2	63	66	45	43	89	38	29	21	70	99	50	48	33	40	64	95	38	99	69	11	85	48	4	12	23	41	61	24	52	48	78	3	63	93	28	93	49	28	63	99	78	20	16	68	86	63	75	52	88	37	16	82	36	84	41	18	95	60	75	23	72	54	89	52	69	33	33	87	67	47	87	64	79	71	55	2	10
95	61	40	99	49	26	51	46	55	83	84	61	20	32	14	55	87	42	82	27	32	60	48	57	5	91	40	79	51	72	92	38	38	44	49	29	78	74	44	10	8	65	53	42	66	12	97	64	20	81	69	90	89	26	98	86	14	47	71	71	34	57	70	63	73	27	92	82	99	22	98	76	83	26	90	76	77	68	41	56	73	98	89	1	83	77	62	21	29	3	29	69	83	52	93	32	8	19	92	48
63	92	61	60	39	72	16	34	37	87	97	90	81	97	41	78	10	1	12	55	5	50	12	98	94	78	75	25	67	82	13	2	52	25	43	67	14	96	27	17	46	27	14	24	45	83	93	68	33	30	81	35	6	47	62	69	40	96	91	58	11	31	97	86	24	71	79	85	36	77	33	59	67	28	30	81	67	80	44	82	4	55	25	37	78	57	11	35	76	87	8	64	76	26	57	89	53	58	12	14
3	38	21	19	57	11	75	78	60	38	26	74	9	39	77	72	56	32	79	50	68	94	60	31	90	39	88	97	7	57	77	79	56	90	82	23	20	49	84	36	36	84	78	82	60	18	71	83	33	55	29	52	22	66	60	68	36	21	4	13	81	96	62	24	26	25	69	28	62	15	97	35	62	55	85	24	67	60	50	22	43	53	37	11	8	20	45	26	67	80	86	30	86	56	35	8	32	62	20	72
87	88	41	48	60	93	81	34	64	23	39	46	45	55	53	45	14	92	40	71	76	77	20	2	42	39	90	10	71	66	68	34	69	97	25	18	61	25	19	87	3	74	17	21	33	69	3	72	42	96	12	87	54	96	35	2	18	62	88	61	52	44	31	61	27	67	32	28	29	61	60	39	3	45	96	98	93	25	41	4	2	56	30	34	49	34	49	16	9	44	71	16	93	93	71	1	11	88	19	33
7	78	91	57	32	18	60	47	50	22	33	13	82	97	38	39	7	22	73	61	92	24	87	54	43	21	79	82	62	92	52	69	82	31	40	45	26	9	13	39	21	34	15	24	49	40	93	11	92	48	2	48	46	99	34	82	85	25	96	72	98	52	55	86	75	21	2	36	40	28	82	31	59	7	39	46	16	14	81	87	43	79	32	90	78	70	53	86	62	44	37	36	97	80	2	96	53	90	98	44
44	35	81	85	12	2	89	12	69	78	2	14	78	68	29	32	10	81	30	38	20	21	98	94	9	4	69	33	95	81	61	96	28	45	28	31	54	1	15	76	87	61	10	24	63	29	40	40	27	38	42	62	29	17	67	20	92	47	88	66	8	96	7	68	91	28	7	98	76	6	80	77	38	68	69	99	47	45	33	72	68	66	55	14	61	16	39	64	19	26	87	30	78	42	83	76	51	16	7	98
41	18	33	53	96	11	77	60	35	50	75	1	51	78	19	4	69	60	72	74	75	85	20	33	11	77	74	57	83	50	21	66	50	71	26	5	91	42	8	37	8	87	16	61	86	44	87	12	60	76	57	78	26	66	69	52	2	34	19	26	18	23	63	72	47	34	59	48	54	62	52	44	85	36	83	33	52	37	12	73	52	10	13	67	97	88	77	86	92	10	43	70	49	20	10	16	53	30	63	3
91	36	68	92	95	65	35	73	69	59	51	2	77	98	19	9	20	70	4	98	32	14	97	96	43	46	97	16	72	60	35	21	11	56	2	69	3	9	49	46	29	95	63	72	11	64	61	16	26	41	42	29	4	32	80	48	40	62	63	17	85	37	55	49	85	53	16	35	21	97	16	66	84	46	41	63	66	77	53	18	90	5	20	58	17	21	28	13	6	8	16	51	12	84	73	28	77	22	6	42
53	12	85	4	74	94	66	85	30	84	20	61	96	14	28	35	2	48	56	76	74	78	30	43	39	11	80	42	52	92	13	95	34	76	25	23	75	60	89	26	30	84	13	25	51	13	69	78	75	88	43	22	34	24	87	47	83	81	29	9	80	28	63	77	67	2	46	86	36	67	98	3	37	20	35	45	74	81	86	29	82	62	69	60	18	52	30	32	39	6	94	38	75	91	10	41	8	18	63	84
5	36	44	86	49	67	73	78	81	49	22	92	6	50	26	79	10	42	40	92	71	25	45	28	19	38	40	31	14	33	94	10	72	13	91	76	93	94	51	56	84	54	21	90	14	85	13	62	88	27	11	10	5	32	98	84	86	92	14	52	96	62	60	71	1	3	53	13	61	18	6	41	88	34	58	86	99	63	30	36	71	29	49	3	70	92	25	48	17	17	44	96	56	69	49	20	62	72	86	32
33	70	19	14	92	89	41	82	35	83	57	21	90	35	78	38	81	16	53	13	49	86	35	79	34	29	10	81	77	44	94	20	22	82	23	89	25	44	71	74	67	92	2	79	45	57	25	3	35	83	7	40	92	31	52	88	82	93	38	61	68	44	42	71	78	51	55	47	93	93	81	63	59	26	25	73	27	57	63	23	24	17	5	55	14	99	17	10	89	58	90	31	69	49	56	39	33	2	30	48
52	81	64	22	73	95	39	95	2	53	22	84	55	16	68	68	41	24	9	24	68	32	45	34	18	15	90	15	49	24	55	15	94	4	42	42	80	67	20	3	95	73	92	98	89	58	83	6	41	87	42	29	38	34	58	18	46	1	2	89	52	82	76	23	64	64	68	81	94	37	14	68	63	37	47	86	17	65	46	47	36	35	53	3	1	60	10	85	25	40	99	13	12	11	42	41	18	99	49	57
93	72	49	53	58	78	39	28	91	88	63	17	13	20	46	55	16	4	80	38	58	86	56	41	96	64	68	73	31	82	40	99	28	33	16	45	98	77	4	72	95	47	20	80	7	74	77	32	26	85	87	9	99	24	12	27	87	14	32	74	77	65	44	36	73	91	99	50	73	23	82	21	9	29	17	5	98	78	99	22	52	98	82	92	99	53	47	23	69	30	74	84	33	32	5	88	21	55	30	75
